,user,text,gender,clean_text,length
47,katyperry,Join me for a live Q&amp;A and performance with @AmazonMusic this Friday! I’ll be performing 🌼Daisies🌼 for the very fir… https://t.co/SjpjIMatD3,1,Join live performance with this Friday performing Daisies very,144
48,katyperry,"When did we all stop believing in MAGIC? 

#DAISIES 🎥: 3 days away 
Pre-save at https://t.co/lI71mjIm0J 🌼 https://t.co/rAirCypBCY",1,When stop believing MAGIC #DAISIES days away save,129
49,katyperry,sometimes i don’t know what’s worse trying to avoid the virus or the waves of depression that come with this new norm,1,sometimes know what worse trying avoid virus waves depression that come with this norm,117
50,katyperry,"I’ll never let ‘em change me til they cover me in... #daisies🌼

FRIDAY @ Daisies https://t.co/ZURcU85ylE",1,never change they cover #daisies FRIDAY Daisies,104
51,katyperry,when your unborn daughter gives you a middle finger from the womb you know you’re in for it #happymothersdaytome😳 @… https://t.co/fZasOj1R0g,1,when your unborn daughter gives middle finger from womb know #happymothersdaytome,140
52,katyperry,it helped me get my smile back 🌼 https://t.co/RNFX5hfoTI,1,helped smile back,56
53,katyperry,🥺♥️ilysm #DisneySingalong https://t.co/jpExleFzCi,1,ilysm #DisneySingalong,49
54,katyperry,honestly we both look dumb...o 🙃😜 #AmericanIdol https://t.co/dOkbKbEBoh,1,honestly both look dumb #AmericanIdol,71
55,katyperry,"2 sets of performances = 2 lewks tonight 💁🏼‍♀️ West coast, have your favorites made the top 7? Then vote for who yo… https://t.co/QnsE2HG2PN",1,sets performances lewks tonight West coast have your favorites made Then vote,140
56,katyperry,Then don’t forget to tune in to @abcnetwork at 7p/6p Central for an ele-phantastic #DisneySingalong and roll straig… https://t.co/PetWdoFohM,1,Then forget tune Central phantastic #DisneySingalong roll straig,140
57,katyperry,"I SEE NO DIFFERENCE! 🐘 
Have you HERD? It’s the best night of the year - Disney Night/Mother’s Day, and we’ve got a… https://t.co/vZRddE3cqs",1,DIFFERENCE Have HERD best night year Disney Night Mother,140
58,katyperry,Have you sent your #KatysDaisies flowers yet?! Which is your favorite bouquet? Don’t forget momma! 🌼… https://t.co/3nB7U91wRb,1,Have sent your #KatysDaisies flowers Which your favorite bouquet forget momma,125
59,katyperry,Select a bouquet you wish to share and write your personal message to go along with it. We're sure you'll be able t… https://t.co/q1S6C9MuFz,1,Select bouquet wish share write your personal message along with sure able,140
60,katyperry,"At #KatysDaisies, our goal is to provide the best virtual flower delivery service that can help you tell someone yo… https://t.co/hRwsV6WP5W",1,#KatysDaisies goal provide best virtual flower delivery service that help tell someone,140
61,katyperry,"🌼 The first single from #KP5 is called #DAISIES and she’s coming MAY 15, 2020 🌼

THE MUSIC MUST GO ON… https://t.co/6d0BX9ZSEp",1,first single from called #DAISIES coming MUSIC MUST,126
62,katyperry,Reminding myself that we are called human beings not human doings https://t.co/ANTB0FdQiL,1,Reminding myself that called human beings human doings,89
63,katyperry,the world’s starting to feel like one big game of mafia for the truth,1,world starting feel like game mafia truth,69
64,katyperry,i think eventually my tipping point will be one last zoom link,1,think eventually tipping point will last zoom link,62
65,katyperry,"Sticks and stones may break your bones, but Daisies are the friendliest flower 🌼🤗 don’t forget 10% of every purchas… https://t.co/HQxmB477wE",1,Sticks stones break your bones Daisies friendliest flower forget every purchas,140
66,katyperry,Happy CYN-co De Mayo! Grab your 🍸 (or apple juice for me 😩) and join @cynthialovely and me on IG Live at 5pm PT for… https://t.co/Y4Q2MUCv70,1,Happy Mayo Grab your apple juice join Live,140
67,katyperry,"what would have been... #TheMetBall2020💔 @ The Metropolitan Museum of Art, New York https://t.co/z7u3NwYTpI",1,what would have been #TheMetBall Metropolitan Museum York,107
68,katyperry,"WIPE (I mean SWIPE😬) over to see how you can vote for your fav #americanidol top 10 FYI 🚨spoiler alert🚨West coast,… https://t.co/A6AR4gOYEK",1,WIPE mean SWIPE over vote your #americanidol spoiler alert West coast,139
69,katyperry,but do you think we’ll make any sense? 🙃 https://t.co/Z7BlUoQ7UE,1,think make sense,64
70,katyperry,". @AmericanIdol is on a roll so you’re going to want to put your 🧩 down, pull out your 🍌🍞, &amp; tune into… https://t.co/6tC2lilIu1",1,roll going want your down pull your tune into,131
71,katyperry,🙋🏼‍♀️ if you’re up for a princess picnic in your backyard or living room 👸🏼✨🧺 and don’t forget 10% of every purchas… https://t.co/WI4hukp7Es,1,princess picnic your backyard living room forget every purchas,140
72,katyperry,Welcome to my home studio! 🏠📹 🙃 WESTCOAST! It’s your turn for #AmericanIdol! And don’t forget to ➡️ VOTE for who yo… https://t.co/lsotlWkL72,1,Welcome home studio WESTCOAST your turn #AmericanIdol forget VOTE,140
73,katyperry,We at #AmericanIdol are keeping it both fresh and CLEAN! Tune in for the 1st ever episode from our homes tonight @… https://t.co/Hjeas1ds9S,1,#AmericanIdol keeping both fresh CLEAN Tune ever episode from homes tonight,139
74,katyperry,when you hear “hey guys” 17 times as you scroll ig 🙃,1,when hear guys times scroll,52
75,katyperry,Who said you can’t add a little sparkle to your sweats? ✨🌈✨ and don’t forget 10% of every purchase will be donated… https://t.co/prSrJru61m,1,said little sparkle your sweats forget every purchase will donated,139
76,katyperry,Here I am in my last glampt prequarentina look March 12th in front of the Sydney Opera House - a world class venue… https://t.co/ZIzEutTHib,1,Here last glampt prequarentina look March front Sydney Opera House world class venue,139
77,katyperry,"Kitty Purry crawled through my then-boyfriend’s window 15 years ago, fully pregnant and seeking shelter. Two litter… https://t.co/7iWo29Gzqh",1,Kitty Purry crawled through then boyfriend window years fully pregnant seeking shelter litter,140
78,katyperry,♥️🙏🏻 https://t.co/giuOd16tI4,1,,28
79,katyperry,the people that used to say “I only do hugs” are most definitely cancelled for the foreseeable future,1,people that used only hugs most definitely cancelled foreseeable future,101
80,katyperry,My definition of success is being able to peel a price tag off the bottom of an item CLEANLY leaving NO residue,1,definition success being able peel price bottom item CLEANLY leaving residue,111
81,katyperry,Who says you can’t look cute while being bored in the house? 🙃✌🏻💗 and don’t forget 10% of every purchase will be do… https://t.co/53B53rC8PY,1,says look cute while being bored house forget every purchase will,140
82,katyperry,do we think this is the season finale of The Simulation or nah,1,think this season finale Simulation,62
83,katyperry,"How will @AmericanIdol continue? 
I'll be judging from California ☀️
@LionelRichie from LA 👋
@LukeBryanOnline &amp;… https://t.co/9f8IGz7ohj",1,will continue judging from California from,140
84,katyperry,Somebunny 🐰 is going to be live on FACEBOOK with you right before Idol starts tonight at 7:45p ET to have a little… https://t.co/2B11LhQlg6,1,Somebunny going live FACEBOOK with right before Idol starts tonight have little,139
85,katyperry,Two of my favorites have come together at the perfect moment #toyourhealth #pressedxbragg 🍎 🍏 Check out… https://t.co/LMSlIlh3F1,1,favorites have come together perfect moment #toyourhealth #pressedxbragg Check,128
86,katyperry,Sending ❤️ out to all of you on this #ShoesdayTuesday! I will be donating 10% from the sale of every shoe and handb… https://t.co/TsyHuFquc6,1,Sending this #ShoesdayTuesday will donating from sale every shoe handb,140
87,katyperry,this is how you wash with styyylesss https://t.co/C7rlCUGv9Y,1,this wash with styyylesss,60
88,katyperry,"OMGEE We’re leaving it to you, America! We couldn’t choose between @GraceLeermusic &amp; @LaurenMascitti so we’re leavi… https://t.co/OH2X3o9XAV",1,OMGEE leaving America couldn choose between leavi,144
89,katyperry,It’s the end of the #AmericanIdol journey for #DemiRae 🥺 but the beginning of a new journey for her. Keep being the… https://t.co/P5Fqx2Q7l5,1,#AmericanIdol journey #DemiRae beginning journey Keep being,140
90,katyperry,This is definitely love that I’m feeling for @ArthurGunn122’s pure light ✨#AmericanIdol,1,This definitely love that feeling pure light #AmericanIdol,87
91,katyperry,"YASSSTH @OliviaXimines not just the voice, not just the moves, but THE REVEAL AND I AM HERE FOR IT #AmericanIdol… https://t.co/L9J29twwFy",1,YASSSTH just voice just moves REVEAL HERE #AmericanIdol,137
92,katyperry,We gotta look out cause the next generation is coming and they are NOT👏🏻HERE👏🏻TO👏🏻PLAY❗️@CyniahElise… https://t.co/YNh3oqVsjS,1,gotta look cause next generation coming they HERE PLAY,125
93,katyperry,. @shan_gibbons all endings are also beginnings. Chin up butter cup ♥️🌱#AmericanIdol @adele,1,endings also beginnings Chin butter #AmericanIdol,91
94,katyperry,I've said it before but IT. IS. NOT. EASY. saying no to some really great contestants like #GraceLundy. Mark my wor… https://t.co/WYO2g4mT0p,1,said before EASY saying some really great contestants like #GraceLundy Mark,140
95,katyperry,. @GabrielaKimmy has one of the best voices in the competition but she’s gotta round it all out now if she wants to… https://t.co/Ip4ydHFirL,1,best voices competition gotta round wants,140
96,katyperry,"Also, I have a lot of respect for @mrBobbyBones. As you can tell, he wasn’t supposed to shoot that day (5 o’clock s… https://t.co/7we3zJiFw4",1,Also have respect tell wasn supposed shoot that clock,140
97,katyperry,"I hope #RobertTaylor keeps chasing those dreams, and the hair. Werk, but don’t overwork!  #AmericanIdol… https://t.co/ewsOwO8NIr",1,hope #RobertTaylor keeps chasing those dreams hair Werk overwork #AmericanIdol,128
98,katyperry,"I have no problem throwing @LukeBryanOnline and @LionelRichie under the bus, especially when I win the argument 💅🏻… https://t.co/X4vHdPa4Cc",1,have problem throwing under especially when argument,139
99,katyperry,We love a good surprise at #AmericanIdol... So glad your dad got to see you make it to the top 20 @Aliana_Jester! A… https://t.co/4sQDXKSy5Q,1,love good surprise #AmericanIdol glad your make,140
100,katyperry,I’ve loved seeing @Julia_Gargano  AKA Julia GaGORGEOUS blossom 🌺 To be honest this rendition of #GlitterInTheAir by… https://t.co/UgHQCbTPUo,1,loved seeing Julia GaGORGEOUS blossom honest this rendition #GlitterInTheAir,140
101,katyperry,Be the artist you want to see in your own students @FBooneMusic! I hope you continue to make your daughter AND your… https://t.co/j1jEQAtlyM,1,artist want your students hope continue make your daughter your,140
102,katyperry,I’m always gonna root for @genlinkowski and the strength/💪🏻vulnerability💪🏻 and growth she’s shown us over the last… https://t.co/QTlKdhG1cr,1,always gonna root strength vulnerability growth shown over last,139
103,katyperry,"Hope you can continue to keep seeing the VALUE in yourself @DillonJOfficial. You aren’t just a singer, you’re an AR… https://t.co/iJYVIkJz4e",1,Hope continue keep seeing VALUE yourself aren just singer,140
104,katyperry,It’s been a WEEK since we left you with a cliffhanger for @DillonJOfficial on #AmericanIdol 😳 Does it feel like it’… https://t.co/hg3a6QiC4K,1,been WEEK since left with cliffhanger #AmericanIdol Does feel like,140
105,katyperry,"Make some tea as the tea is served... Real talk, tonight (and every night 💁🏼‍♀️) on #AmericanIdol 👀 Tune in for par… https://t.co/8CVadsgE4h",1,Make some served Real talk tonight every night #AmericanIdol Tune,140
106,katyperry,🇺🇸 https://t.co/TjjshW8e5l,1,,26
107,katyperry,love you guys,1,love guys,13
108,katyperry,💕 it’s a girl 💕 @ Girls Run The World https://t.co/2Nd5jPaqo1,1,girl Girls World,61
109,katyperry,Today’s #ShoesdayTuesday: staying home but making it pineapple🍍 @kpcollections https://t.co/EjiN2Nmtbu,1,Today #ShoesdayTuesday staying home making pineapple,102
110,katyperry,NOOO @AmericanIdol HOW DARE YOU with a cliffhanger! I DON’T NEED THIS EXTRA SKRESS‼️ Do ya’ll think @DillonJOfficial makes it?,1,NOOO DARE with cliffhanger NEED THIS EXTRA SKRESS think makes,126
111,katyperry,"Your family, @margiemaysmusic, and we believe in you @ohJonnyWest. Time for you to believe in you too!… https://t.co/dOwFNIYuF1",1,Your family believe Time believe,127
112,katyperry,What. A. Metamorphosis. @CoJustsam has grown before our very eyes but still continues to surprise us 😲😍 #AmericanIdol,1,What Metamorphosis grown before very eyes still continues surprise #AmericanIdol,117
113,katyperry,EVERYONE WHEN @CoJustsam STARTED SINGING EN ESPAÑOL #AmericanIdol https://t.co/K6YNPiYulj,1,EVERYONE WHEN STARTED SINGING ESPA #AmericanIdol,89
114,katyperry,We’ll always believe in #AmberFiedler. She’s a fighter 🥊💪🏼 #AmericanIdol,1,always believe #AmberFiedler fighter #AmericanIdol,72
115,katyperry,All that WERK you put in from being in cover bands really gave you an edge performing in front of a crowd… https://t.co/TH81QLLxFt,1,that WERK from being cover bands really gave edge performing front crowd,130
116,katyperry,". @JovinWebb might not have the biggest range but he’s got artistry, and that’s harder to find than a gymnastics no… https://t.co/p7xGsrRETe",1,might have biggest range artistry that harder find than gymnastics,140
117,katyperry,YOU WILL! And it’s gonna be expensive because: #babycat🤰🏼 https://t.co/t3QqBxKdXZ,1,WILL gonna expensive because #babycat,81
118,katyperry,"Never seen @LukeBryanOnline react that way to a performance. Embrace the new, confident version of yourself that ma… https://t.co/pQatHbIzZK",1,Never seen react that performance Embrace confident version yourself that,140
119,katyperry,Get out of your head ❌🧠 and into your heart ✔️❤️ @louiskmusic. We want you to see what we see in you! #AmericanIdol @edsheeran,1,your head into your heart want what #AmericanIdol,126
120,katyperry,"#AmericanIdol might not have been your journey #CamrynLeighSmith, but I ain’t worried about you one bit. Keep follo… https://t.co/6PDZgi6rBW",1,#AmericanIdol might have been your journey #CamrynLeighSmith worried about Keep follo,140
121,katyperry,"Don’t think I’ve ever seen @lionelrichie get that hyped during a performance, @singdewayne! Take that horse back to… https://t.co/YPJl4aCVw0",1,think ever seen that hyped during performance Take that horse back,140
122,katyperry,Ok seeing @singdewayne’s grandma going down that water slide is the #SMILE I needed today #AmericanIdol https://t.co/UkkPbo1o8q,1,seeing grandma going down that water slide #SMILE needed today #AmericanIdol,127
123,katyperry,So proud of #MakaylaBrownlee and seeing the incredible FIGHT she has 💪🏼🥊 17 family members + 1 boyfriend willing to… https://t.co/8xiAQBiyzY,1,proud #MakaylaBrownlee seeing incredible FIGHT family members boyfriend willing,140
124,katyperry,Dangit #MakaylaBrownlee makes me sound like my mom everytime she comes around! But I guess it's good practice?… https://t.co/xnM8hH1ECp,1,Dangit #MakaylaBrownlee makes sound like everytime comes around guess good practice,135
125,katyperry,This is a new side of @nickmerico we haven’t seen before. Glad you took @lionelrichie’s tough love and took it to h… https://t.co/HAVYoMU7Ci,1,This side haven seen before Glad took tough love took,140
126,katyperry,Back to the Green Mile in beautiful green Hawaii! RT if you’ve ever picked lunch over work or is anyone else just c… https://t.co/V1tmstVpiJ,1,Back Green Mile beautiful green Hawaii ever picked lunch over work anyone else just,140
127,katyperry,Pre-quarantine ➡️ mid-quarantine 👍🏻♥️ Hope your stay-at-home plans tonight include joining me for a beautiful and b… https://t.co/KZSpVWZnic,1,quarantine quarantine Hope your stay home plans tonight include joining beautiful,140
128,katyperry,#FBF to #babycat’s 🤰🏼 first show on #InternationalWomensDay 🏏 Hope all my fans down under are safe and healthy and… https://t.co/itwPsGvX6G,1,#FBF #babycat first show #InternationalWomensDay Hope fans down under safe healthy,139
129,katyperry,when your car becomes your extra bedroom,1,when your becomes your extra bedroom,40
130,katyperry,"In these trying times, I am so thankful for my precious little puppy Nugget 🥺 I love her so much I even made a shoe… https://t.co/ir2TTlYfOM",1,these trying times thankful precious little puppy Nugget love much even made shoe,140
131,katyperry,Get urself someone who is as supportive of you as @margiemaysmusic is to @ohjonnywest. 💔 #AmericanIdol,1,urself someone supportive #AmericanIdol,102
132,katyperry,feels like you’re learning how to meme during #quarentimes @LukeBryanOnline https://t.co/pvvbigcIdQ,1,feels like learning meme during #quarentimes,99
133,katyperry,This show really cuts down how much @lukebryanonline @lionelrichie and I fight each other when deliberating 🥊… https://t.co/zus8wuwJfm,1,This show really cuts down much fight each other when deliberating,134
134,katyperry,@LukeBryanOnline @LionelRichie https://t.co/KpDKOVJhGl,1,,54
135,katyperry,"Oh you wanna play @CyniahElise, @GeenaFontanella, @yzthasinger, @oliviaximines_ #AmericanIdol https://t.co/Jz1MUbnkHX",1,wanna play #AmericanIdol,117
136,katyperry,I do and inspire us to stay on top of our game STILL #AmericanIdol https://t.co/QkDXmFg9gA,1,inspire stay game STILL #AmericanIdol,90
137,katyperry,You gotta keep using music to help channel your emotions @louiskmusic! That’s what makes it a beaut…just like your mum! #AmericanIdol,1,gotta keep using music help channel your emotions That what makes beaut just like your #AmericanIdol,133
138,katyperry,. @louiskmusic’s mom is all of us right now #AmericanIdol @LewisCapaldi https://t.co/IC3tC3cpV9,1,right #AmericanIdol,95
139,katyperry,"We’re proud of you, too, #DillonJames 💪🏼♥️ #AmericanIdol",1,proud #DillonJames #AmericanIdol,56
140,katyperry,That was the sweetest performance of ‘Rainbow’ #MakalylaBrownlee. So thrilled you were able to come back and sing f… https://t.co/unhndeRe0t,1,That sweetest performance Rainbow #MakalylaBrownlee thrilled were able come back sing,140
141,katyperry,Convinced @iamlaurenmusic was lying when she said she learned ‘The Joker’ last night because she owned that one 👏🏼🌟… https://t.co/42HGe0PuHd,1,Convinced lying when said learned Joker last night because owned that,140
142,katyperry,. @devonalexanderr put his foot on that one! 🦶⤵️ #AmericanIdol https://t.co/LvbgPblapo,1,foot that #AmericanIdol,86
143,katyperry,#CamrynLeighSmith keeps bringing me to my feet! #AmericanIdol @ladygaga,1,#CamrynLeighSmith keeps bringing feet #AmericanIdol,71
144,katyperry,"Nothing to be embarrassed about, #MakaylaBrownlee. We all handle stress differently❣️ #AmericanIdol",1,Nothing embarrassed about #MakaylaBrownlee handle stress differently #AmericanIdol,99
145,katyperry,"More #HollywoodWeek advice: don’t try to be too extra, just be yourself! You’ll just freak out @lukebryanonline… https://t.co/xtK6bqIFQr",1,More #HollywoodWeek advice extra just yourself just freak,136
146,katyperry,The only thing SICK about @CoJustsam was that performance 🤘🏼 #AmericanIdol,1,only thing SICK about that performance #AmericanIdol,74
147,katyperry,"Hope @FBooneMusic continues to listen to @scarypoolparty’s advice…be yourself, you’re the only you ♥️ #AmericanIdol https://t.co/zEWT0XcT02",1,Hope continues listen advice yourself only #AmericanIdol,139
148,katyperry,". @SophiaWackerman, @Sarah_Isen &amp; @katmusicoffic showing that sometimes you need to shine solo (but an incredible b… https://t.co/AWxxNCamE4",1,showing that sometimes need shine solo incredible,144
149,katyperry,". @LaurenMascitti doesn’t just have the voice, but the songwriting chops to go with it! 🖊 #AmericanIdol",1,doesn just have voice songwriting chops with #AmericanIdol,103
0,rihanna,If intentional MURDER is the fit consequence for “drugs” or “resisting arrest”....then what’s the fit consequence f… https://t.co/1Oigj1HKPm,1,intentional MURDER consequence drugs resisting arrest then what consequence,140
1,rihanna,"the Jet Blacks are for life, but this Milky Way is sumn sexy #Coded @FentyOfficial https://t.co/l3FDKgTxTk",1,Blacks life this Milky sumn sexy #Coded,106
2,rihanna,introducing the #Coded sunnies from https://t.co/gPB5b00msm @FentyOfficial https://t.co/yDW9eT6Hc5,1,introducing #Coded sunnies from,98
3,rihanna,#OffRecord on https://t.co/gPB5aZIL3M now....can’t say I didn’t warn ya! @FentyOfficial https://t.co/3noUryPwH5,1,#OffRecord,111
4,rihanna,I mean...sheesh!!! #OffRecord @FentyOfficial https://t.co/3ETWhh4gOP,1,mean sheesh #OffRecord,68
5,rihanna,get into this bra tho...like I’m usually humble but not about lingerie 🤷🏿‍♀️💜 @SavageXFenty https://t.co/xJiSAfLYOL,1,into this like usually humble about lingerie,115
6,rihanna,New Savage for de gal dem! Wanted to give y’all an extra drop cause we turned 2 years old and you guys have been in… https://t.co/b3nD6wmUIw,1,Savage Wanted give extra drop cause turned years guys have been,140
7,rihanna,#SHOTSANDSWATCHES @fentybeauty Cheeks Out. Cream Blush. 10 shades. Full video on https://t.co/sid1oil7DN https://t.co/odvYRC9S24,1,#SHOTSANDSWATCHES Cheeks Cream Blush shades Full video,128
8,rihanna,This #SHOTSANDSWATCHES game is no joke 😫😂 y’all just have to watch and see. We are showing you all 10 @fentybeauty… https://t.co/ARRR1ziyG6,1,This #SHOTSANDSWATCHES game joke just have watch showing,139
9,rihanna,the office.... for the record these are the #OffRecord @FentyOfficial glasses hittin May 13th https://t.co/iKJlR5yZNc,1,office record these #OffRecord glasses hittin,117
10,rihanna,https://t.co/GIq2RIHi0R ... #adamselman collab out now. https://t.co/upy5oc2zhB,1,,79
11,rihanna,Da girls like it Savage! So I had to bring #AdamSelman back for another collab! 🖤 Available May 1st only on… https://t.co/RRuAXR7KSQ,1,girls like Savage bring #AdamSelman back another collab Available only,132
12,rihanna,It’s called a no makeup makeup lewk! 💁🏿‍♀️ I’m back with a new tutorial showin’ y’all how to keep it… https://t.co/v1e82N9gOE,1,called makeup makeup lewk back with tutorial showin keep,125
13,rihanna,2 new baddies on da block! #CREAMblush #CREAMbronzer @fentybeauty https://t.co/Gr3OPNUbFC out now. https://t.co/aZVQ4uVxmT,1,baddies block #CREAMblush #CREAMbronzer,122
14,rihanna,"I also created a new Face Shaping brush to help you apply effortlessly. Get both now at https://t.co/Gr3OPNUbFC,… https://t.co/6qUNEbricw",1,also created Face Shaping brush help apply effortlessly both,137
15,rihanna,FT calls finna be next level! Get into this @fentybeauty cream blush and cream bronzer that just melt into your mak… https://t.co/46svdAToBr,1,calls finna next level into this cream blush cream bronzer that just melt into your,140
16,rihanna,pull up!!! New special guest announcement!!! Party starts in 15 mins and my boy @LILUZIVERT is performing live! Hea… https://t.co/8n75qOOLuP,1,pull special guest announcement Party starts mins performing live,140
17,rihanna,You already know I’m in there boo https://t.co/3QGkEpPqd7,1,already know there,57
18,rihanna,Pull up to the @FentyOfficial IG live party tomorrow in celebration of our latest #fauxleather capsule! Hit the lin… https://t.co/EtZ2j8NqAY,1,Pull live party tomorrow celebration latest #fauxleather capsule,140
19,rihanna,#PullUp https://t.co/OiOB9NWwzh,1,#PullUp,31
20,rihanna,TRUTH. @BritishVogue #StevenKlein @Edward_Enninful https://t.co/mMYh5W9X0P,1,TRUTH #StevenKlein,74
21,rihanna,"Wearing: @Burberry by #RiccardoTisci &amp; a @SJMillinery durag
📸: #StevenKlein 
Styling: @Edward_Enninful
💇🏿‍♀️:… https://t.co/QMsqykm8ls",1,Wearing #RiccardoTisci durag #StevenKlein Styling,138
22,rihanna,Gang back in da Stu!! @Edward_Enninful and I are back at it again with #StevenKlein for the May 2020 cover of… https://t.co/YHSO33mUAu,1,Gang back back again with #StevenKlein cover,134
23,rihanna,🙏🏿 @ClaraLionelFdn https://t.co/qqKeWeScFj,1,,42
24,rihanna,Believe it!! @partynextdoor album live!!! https://t.co/gelGmmEZFy https://t.co/eNeI6PluOZ,1,Believe album live,89
25,rihanna,Lol 😂 @SonitaAlex https://t.co/SHpensXSXi,1,,41
26,rihanna,"Be mine, bih. #XXSavageX https://t.co/jYRjqH1dgZ",1,mine #XXSavageX,48
27,rihanna,. https://t.co/7suv9m8V2K,1,,25
28,rihanna,"when y’all was asleep lastnight, I was out interacting with my @FentyOfficial digital windows at Bergdorf Goodman 😂… https://t.co/uNH4yZQEcG",1,when asleep lastnight interacting with digital windows Bergdorf Goodman,140
29,rihanna,super honored to be receiving the @naacpimageaward President’s Award in recognition of special achievement and dist… https://t.co/ma6tu9CqQD,1,super honored receiving President Award recognition special achievement dist,140
30,rihanna,The @SavageXFenty Valentine collection designed by Adam Selman available now on https://t.co/8UBMlIOz52 https://t.co/oxWEid32nT,1,Valentine collection designed Adam Selman available,127
31,rihanna,"New Year, New Valentine’s gift! Get ready to do the most in 2020 with these sexy @SavageXFenty styles. We have TWO… https://t.co/DZkTJfudMz",1,Year Valentine gift ready most with these sexy styles have,139
32,rihanna,Ya done know that @fentybeauty was coming to dominate the mascara game too!! #FULLFRONTALMASCARA with a brush that… https://t.co/Fw4SM1JyDC,1,done know that coming dominate mascara game #FULLFRONTALMASCARA with brush that,139
33,rihanna,first selfie of the year doe. #2020 https://t.co/TJxarwWeXI,1,first selfie year,59
34,rihanna,devastating. 😢 #Australia https://t.co/VB2cziPXux,1,devastating #Australia,49
35,rihanna,A queen. A force. A powerhouse beauty that brought her strength to the @savagexfenty stage this year inspiring so m… https://t.co/KGiIepBgKC,1,queen force powerhouse beauty that brought strength stage this year inspiring,140
36,rihanna,"ghetto grinch.

#ThisShitIsHeavy ....I teamed up with @TheHaasBrothers to create this stand inspired by my tatted h… https://t.co/Vl99y1UeYv",1,ghetto grinch #ThisShitIsHeavy teamed with create this stand inspired tatted,140
37,rihanna,fairy bomb shimmer powder. #TROPHYWIFE out now on https://t.co/Gr3OPNUbFC @fentybeauty https://t.co/z7zpLAFIOl,1,fairy bomb shimmer powder #TROPHYWIFE,110
38,rihanna,"gloss bomb. 
#TROPHYWIFELIFE out now in stores at @Sephora @HarveyNichols @BootsUK https://t.co/Y8JSGSiLfU",1,gloss bomb #TROPHYWIFELIFE stores,106
39,rihanna,Big ups to my gusband Jahleel. Thank you for being a true rider! Look at us bro!!! And thank you @asvpxrocky for re… https://t.co/TMAxn3Vr4R,1,gusband Jahleel Thank being true rider Look thank,140
40,rihanna,so honored and proud to be the recipient of a British Fashion Award in the category of Urban Luxe! shout out to my… https://t.co/uXf6MNJYd6,1,honored proud recipient British Fashion Award category Urban Luxe shout,139
41,rihanna,Have you seen what’s in between the covers? Grab your copy of #therihannabook to find out! There’s an exclusive FEN… https://t.co/ii3cUQzdq2,1,Have seen what between covers Grab your copy #therihannabook find There exclusive,140
42,rihanna,home. 🇧🇧 https://t.co/Stmw3yt0CL,1,home,32
43,rihanna,just wanted to show y’all my coat...again. @FentyOfficial https://t.co/sj4fxKhtUi,1,just wanted show coat again,81
44,rihanna,new @FentyOfficial drip #PUFFERBOOT https://t.co/GSpWS6tXxE @Selfridges https://t.co/ON4XCILdMK,1,drip #PUFFERBOOT,95
45,rihanna,fun times in @FentyOfficial with a Fenty by my side https://t.co/Lfz3hwLHXX,1,times with Fenty side,75
46,rihanna,Welcome to the family sis! Honored to have you!! @Normani https://t.co/DzG3JO6Osq,1,Welcome family Honored have,81
47,rihanna,#trouble on https://t.co/GSpWS6tXxE https://t.co/AvptZnPl6p,1,#trouble,59
48,rihanna,the #trouble sunglasses on https://t.co/GSpWS6tXxE now https://t.co/zL0HoAWFfg,1,#trouble sunglasses,78
49,rihanna,new @FentyOfficial drip. #trouble out now on https://t.co/GSpWS6tXxE https://t.co/MwFYqGGypY,1,drip #trouble,92
50,rihanna,One Click!!! SIGN this petition if you don’t believe the Government should kill an innocent man!!! @GovAbbott  https://t.co/L3xrvn7MJO,1,Click SIGN this petition believe Government should kill innocent,134
51,rihanna,"This holiday season, ya girl is comin’ all the way through! I’m sharing my very own stylist with you so you BETTER.… https://t.co/JZccccmRN3",1,This holiday season girl comin through sharing very stylist with BETTER,140
52,rihanna,"over 1000 images, 504 pages. #theRIHANNAbook is in stores today! it’s crazy to look back at all of the memories &amp; b… https://t.co/DTLRDvFwrx",1,over images pages #theRIHANNAbook stores today crazy look back memories,144
53,rihanna,Thank you @BFC for acknowledging our hard work and respecting the quality of what we produce! This is such an incredible honor. 🙏🏿🙏🏿🙏🏿,1,Thank acknowledging hard work respecting quality what produce This such incredible honor,134
54,rihanna,I’m incredibly proud of everyone who’s been a part of the team and development of this brand! It’s been 5 months si… https://t.co/DeefPgatS9,1,incredibly proud everyone been part team development this brand been months,140
55,rihanna,"Gang Gang. 
just me and my #GlossyPosse !!! @fentybeauty https://t.co/yimv6gsnAz",1,Gang Gang just #GlossyPosse,80
56,rihanna,thank you @PericoPrincess and @russdiemon for my new fav song #BestOnEarth https://t.co/PhTMgEP4Ek,1,thank song #BestOnEarth,98
57,rihanna,"I’m just saying, #DIAMONDBOMB2 is sexy af @fentybeauty https://t.co/GZfFfVWB25",1,just saying #DIAMONDBOMB sexy,78
58,rihanna,Happy to announce that my book will be OUT 5 days early exclusively at @HarveyNichols. pick up your copy in store t… https://t.co/yxgqgeX3Qa,1,Happy announce that book will days early exclusively pick your copy store,140
59,rihanna,So proud to be on another cover of @voguemagazine wearing my own designs from @FentyOfficial !!! On stands October… https://t.co/BgcTCSmgg4,1,proud another cover wearing designs from stands October,139
60,rihanna,Over 5 years in the making... happy to finally share this collection of incredible memories. Thanks to all of the p… https://t.co/UwdrqxcLhB,1,Over years making happy finally share this collection incredible memories Thanks,140
